"Pop" "Latitude" "Longitude" "Origin" "year" "countryCode" "alt" "bio1" "bio10" "bio11" "bio12" "bio13" "bio14" "bio15" "bio16" "bio17" "bio18" "bio19" "bio2" "bio3" "bio4" "bio5" "bio6" "bio7" "bio8" "bio9"
"371" "695807180" 51.46 10.92 "nat" NA "DE" 164 86 168 5 539 69 31 25 184 102 184 102 80 31 6367 225 -26 251 168 5
"372" "695807181" 51.46 11.58 "nat" NA "DE" 140 87 170 6 519 66 30 25 179 98 179 98 80 31 6398 228 -25 253 170 6
"373" "695807182" 51.46 11.75 "nat" NA "DE" 137 87 170 5 512 65 30 26 178 96 178 97 80 31 6441 228 -25 253 170 14
"374" "695807183" 51.46 11.92 "nat" NA "DE" 76 91 175 8 483 61 28 27 171 88 171 89 81 31 6494 233 -22 255 175 17
"375" "695807184" 51.46 12.08 "nat" NA "DE" 84 90 175 8 490 61 29 27 172 90 172 92 81 31 6537 233 -22 255 175 16
"376" "695807185" 51.46 12.58 "nat" NA "DE" 75 91 176 7 503 61 29 25 174 92 174 97 81 31 6617 235 -24 259 176 16
"377" "695807186" 51.46 14.08 "nat" NA "DE" 17 100 172 25 776 78 46 14 223 159 223 185 77 33 5709 227 -5 232 172 59
"378" "695807187" 51.36 11.92 "nat" NA "DE" 89 91 176 6 504 61 29 25 175 92 175 97 81 31 6605 234 -24 258 176 15
"379" "695807188" 51.36 12.25 "nat" NA "DE" 128 90 177 0 590 71 34 23 201 111 201 121 78 29 6893 235 -32 267 177 10
"380" "695807189" 51.36 12.42 "nat" NA "DE" 67 93 180 1 568 69 32 24 195 104 195 115 79 29 6970 239 -31 270 180 12
"381" "695807190" 51.36 12.58 "nat" NA "DE" 227 83 163 2 611 76 37 22 203 119 203 121 81 32 6313 220 -31 251 163 9
"382" "695807191" 51.26 6.75 "nat" NA "DE" 470 70 150 -10 753 85 48 16 233 162 233 166 77 31 6272 204 -41 245 150 -3
"383" "695807192" 51.26 6.92 "nat" NA "DE" 235 82 165 2 553 70 32 26 193 105 193 105 80 31 6353 223 -29 252 165 9
"384" "695807193" 51.26 7.08 "nat" NA "DE" 168 86 169 5 517 66 30 28 185 94 185 95 81 32 6422 227 -25 252 169 13
"385" "695807194" 51.26 10.42 "nat" NA "DE" 144 88 172 5 503 63 29 29 181 89 181 92 81 31 6490 230 -24 254 172 14
"386" "695807195" 51.26 11.92 "nat" NA "DE" 90 91 176 7 500 60 29 25 173 91 173 96 81 31 6601 235 -24 259 176 16
"387" "695807196" 51.26 12.42 "nat" NA "DE" 85 92 178 4 567 68 32 25 197 103 197 111 80 30 6800 237 -29 266 178 14
"388" "695807197" 51.16 14.42 "nat" NA "DE" 158 86 168 5 536 70 29 27 187 96 187 96 82 32 6375 226 -28 254 168 13
"389" "695807198" 51.16 14.92 "nat" NA "DE" 236 82 165 2 552 71 31 27 194 102 194 102 80 31 6350 223 -30 253 165 9
"390" "695807199" 51.06 11.08 "nat" NA "DE" 87 91 173 9 486 64 27 31 178 84 178 85 82 32 6440 233 -22 255 173 17
"391" "695807200" 50.96 6.75 "nat" NA "DE" 76 91 175 9 475 61 27 31 175 82 175 83 82 32 6496 235 -21 256 175 17
"392" "695807201" 50.96 6.92 "nat" NA "DE" 98 91 175 7 492 61 28 27 175 87 175 91 82 31 6536 235 -23 258 175 16
"393" "695807202" 50.96 11.58 "nat" NA "DE" 120 89 175 4 536 63 31 24 184 99 184 104 81 30 6670 234 -28 262 175 13
"394" "695807203" 50.86 10.92 "nat" NA "DE" 115 90 178 0 585 72 33 25 203 107 203 117 78 29 6936 236 -32 268 178 10
"395" "695807204" 49.96 7.75 "nat" NA "DE" 110 90 172 8 498 64 28 30 181 87 181 89 82 32 6441 232 -23 255 172 16
"396" "695807205" 49.96 8.42 "nat" NA "DE" 98 91 176 7 503 60 28 25 174 91 174 95 82 31 6609 235 -24 259 176 16
"397" "695807206" 49.76 9.92 "nat" NA "DE" 116 90 174 4 520 61 30 24 179 96 179 100 81 31 6638 233 -27 260 174 13
"398" "695807207" 49.56 8.42 "nat" NA "DE" 141 88 172 2 542 63 31 24 186 100 186 105 80 30 6650 231 -30 261 172 11
"399" "695807208" 49.56 8.58 "nat" NA "DE" 38 102 177 24 810 86 49 14 232 171 228 195 82 33 5955 236 -7 243 162 60
"400" "695807209" 49.46 8.25 "nat" NA "DE" 128 97 172 21 861 88 55 13 247 180 247 210 79 33 5878 228 -10 238 172 56
"401" "695807210" 49.46 8.42 "nat" NA "DE" 214 92 166 17 904 90 59 13 260 189 260 225 76 32 5833 221 -13 234 166 50
"402" "695807211" 49.46 8.58 "nat" NA "DE" 281 79 159 -3 660 78 42 19 213 130 213 139 84 33 6301 216 -36 252 159 6
"403" "695807212" 49.46 11.08 "nat" NA "DE" 131 88 171 7 515 66 29 29 185 92 185 94 82 32 6408 231 -23 254 171 16
"404" "695807213" 49.36 8.25 "nat" NA "DE" 104 90 175 4 517 61 29 25 179 94 179 98 82 31 6664 234 -27 261 175 13
"405" "695807214" 49.26 8.08 "nat" NA "DE" 202 84 171 -6 594 73 32 27 208 105 208 115 78 29 6892 229 -38 267 171 4
"406" "695807215" 49.16 8.08 "nat" NA "DE" 215 84 170 -6 629 72 35 24 212 115 212 131 80 29 6874 229 -40 269 170 3
"407" "695807216" 49.16 8.58 "nat" NA "DE" 160 86 168 4 494 68 23 33 182 78 182 78 85 32 6409 229 -31 260 168 4
"408" "695807217" 49.06 8.08 "nat" NA "DE" 92 99 174 23 804 84 54 14 242 166 242 189 81 33 5875 231 -8 239 174 57
"409" "695807218" 49.06 8.25 "nat" NA "DE" 50 101 177 24 779 83 52 17 244 157 244 177 83 34 5952 235 -8 243 177 59
"410" "695807219" 49.06 8.42 "nat" NA "DE" 342 77 158 -2 630 81 35 25 217 123 217 123 81 32 6261 218 -35 253 158 5
"411" "695807220" 48.96 8.42 "nat" NA "DE" 284 80 162 -4 540 69 28 27 187 94 187 94 86 33 6463 222 -37 259 162 6
"412" "695807221" 48.86 9.25 "nat" NA "DE" 343 83 160 4 685 70 44 14 203 139 203 170 80 32 6095 217 -29 246 160 41
"413" "695807222" 48.76 9.08 "nat" NA "DE" 87 98 180 14 576 64 35 20 185 109 185 123 86 32 6452 243 -19 262 180 58
"414" "695807223" 48.76 9.25 "nat" NA "DE" 302 89 173 3 655 76 41 18 205 135 205 146 86 32 6639 235 -30 265 173 15
"415" "695807224" 48.66 8.92 "nat" NA "DE" 90 101 183 17 624 71 40 19 201 123 201 134 87 33 6465 247 -16 263 183 29
"416" "695807225" 48.66 9.08 "nat" NA "DE" 108 101 183 17 644 74 41 20 209 127 209 137 87 33 6476 246 -16 262 183 29
"417" "695807226" 48.56 7.75 "nat" NA "DE" 113 99 181 16 634 70 40 18 200 127 200 139 87 33 6405 243 -18 261 181 28
"418" "695807227" 48.56 10.75 "nat" NA "DE" 96 101 183 18 642 73 41 19 205 128 205 139 87 33 6449 246 -16 262 183 30
"419" "695807228" 48.46 9.25 "nat" NA "DE" 97 102 185 18 651 76 42 20 212 129 212 139 86 32 6485 247 -15 262 185 31
"420" "695807229" 52.56 14.08 "nat" NA "DE" 326 89 175 3 652 76 39 22 219 129 219 136 90 33 6699 239 -33 272 175 14
"421" "695807230" 52.46 13.25 "nat" NA "DE" 114 100 182 17 650 73 41 18 205 131 205 143 87 33 6417 246 -17 263 182 29
"422" "695807231" 52.46 13.42 "nat" NA "DE" 218 94 174 12 695 75 44 16 213 142 213 159 87 33 6362 237 -24 261 174 52
"423" "695807232" 52.16 9.92 "nat" NA "DE" 213 96 177 13 705 77 45 16 216 145 216 158 88 33 6402 241 -22 263 177 24
"424" "695807233" 52.16 11.58 "nat" NA "DE" 110 104 187 19 693 82 44 20 222 137 222 147 87 32 6516 251 -15 266 187 32
"425" "695807234" 51.76 11.42 "nat" NA "DE" 144 100 182 17 687 77 43 18 213 137 213 149 88 33 6451 247 -18 265 182 29
"426" "695807235" 51.76 11.58 "nat" NA "DE" 102 104 187 19 695 80 43 19 216 138 216 149 88 32 6547 252 -15 267 187 32
"427" "695807236" 51.76 11.75 "nat" NA "DE" 121 104 187 19 722 83 45 18 224 145 224 157 88 32 6563 253 -15 268 187 32
"428" "695807237" 51.66 6.58 "nat" NA "DE" 116 104 187 20 729 85 45 19 228 146 227 158 88 32 6526 253 -15 268 171 33
"429" "695807238" 51.66 11.75 "nat" NA "DE" 214 96 175 12 655 86 37 29 230 113 230 119 88 33 6365 237 -24 261 175 25
"430" "695807239" 51.66 12.25 "nat" NA "DE" 460 87 168 5 771 97 46 25 263 142 263 151 87 33 6378 229 -31 260 168 17
"431" "695807240" 51.56 11.25 "nat" NA "DE" 228 93 172 9 661 88 36 30 235 111 235 118 88 33 6325 233 -27 260 172 23
"432" "695807241" 51.46 6.92 "nat" NA "DE" 462 87 168 4 804 98 50 23 267 153 267 163 88 33 6378 231 -33 264 168 16
"433" "695807242" 51.46 10.42 "nat" NA "DE" 437 87 168 4 767 97 45 27 263 138 263 147 87 33 6385 230 -32 262 168 16
"434" "695807243" 51.46 12.42 "nat" NA "DE" 142 102 184 18 652 80 37 26 219 114 217 118 87 32 6451 249 -16 265 168 32
"435" "695807244" 51.46 12.75 "nat" NA "DE" 475 83 167 -6 797 104 46 30 291 142 291 149 85 31 6723 228 -40 268 167 8
"436" "695807245" 51.36 10.58 "nat" NA "DE" 509 84 165 0 808 102 47 27 282 144 282 153 86 32 6449 228 -36 264 165 13
"437" "695807246" 51.36 12.25 "nat" NA "DE" 81 88 177 -7 555 65 32 23 187 105 187 116 79 28 7129 236 -41 277 177 4
"438" "695807247" 51.36 12.42 "nat" NA "DE" 46 91 178 1 577 70 35 21 188 113 188 129 82 30 6909 239 -33 272 178 42
"439" "695807248" 51.26 7.08 "nat" NA "DE" 51 90 177 0 566 70 33 22 186 109 186 126 81 29 6931 238 -34 272 177 41
"440" "695807249" 51.26 10.42 "nat" NA "DE" 76 88 165 9 673 76 42 19 216 136 216 149 83 33 6094 223 -22 245 165 17
"441" "695807250" 51.26 11.92 "nat" NA "DE" 56 90 174 7 500 60 31 22 166 100 166 102 80 31 6497 231 -24 255 174 16
"442" "695807251" 51.26 12.42 "nat" NA "DE" 140 87 170 6 519 66 30 25 179 98 179 98 80 31 6398 228 -25 253 170 6
"443" "695807252" 51.26 14.42 "nat" NA "DE" 137 87 170 5 512 65 30 26 178 96 178 97 80 31 6441 228 -25 253 170 14
"444" "695807253" 51.16 10.92 "nat" NA "DE" 76 91 175 8 483 61 28 27 171 88 171 89 81 31 6494 233 -22 255 175 17
"445" "695807254" 51.16 14.42 "nat" NA "DE" 17 100 172 25 776 78 46 14 223 159 223 185 77 33 5709 227 -5 232 172 59
"446" "695807255" 51.16 14.92 "nat" NA "DE" 107 89 173 7 493 63 28 28 176 89 176 90 81 32 6460 231 -22 253 173 16
"447" "695807256" 51.06 11.08 "nat" NA "DE" 89 91 176 6 504 61 29 25 175 92 175 97 81 31 6605 234 -24 258 176 15
"448" "695807257" 51.06 11.58 "nat" NA "DE" 315 78 159 -2 606 75 35 23 204 119 204 119 79 31 6318 217 -34 251 159 5
"449" "695807258" 50.96 6.75 "nat" NA "DE" 90 98 173 23 844 86 52 13 239 176 239 207 76 32 5837 227 -7 234 173 57
"450" "695807259" 50.96 10.92 "nat" NA "DE" 505 67 146 -13 903 95 63 13 266 197 266 220 79 32 6212 200 -45 245 146 21
"451" "695807260" 50.96 11.08 "nat" NA "DE" 119 89 174 4 523 62 30 24 180 96 180 101 81 31 6642 233 -27 260 174 13
"452" "695807261" 50.86 6.58 "nat" NA "DE" 128 89 174 3 551 65 31 25 190 100 190 107 80 30 6689 233 -29 262 174 12
"453" "695807262" 50.86 10.92 "nat" NA "DE" 450 70 150 -10 782 86 52 15 239 166 239 177 80 32 6282 205 -42 247 150 -2
"454" "695807263" 50.86 12.92 "nat" NA "DE" 98 91 176 7 503 60 28 25 174 91 174 95 82 31 6609 235 -24 259 176 16
"455" "695807264" 50.76 6.08 "nat" NA "DE" 116 90 174 4 520 61 30 24 179 96 179 100 81 31 6638 233 -27 260 174 13
"456" "695807265" 49.86 8.58 "nat" NA "DE" 214 92 166 17 904 90 59 13 260 189 260 225 76 32 5833 221 -13 234 166 50
"457" "695807266" 49.76 9.42 "nat" NA "DE" 281 79 159 -3 660 78 42 19 213 130 213 139 84 33 6301 216 -36 252 159 6
"458" "695807267" 49.56 8.42 "nat" NA "DE" 131 88 171 7 515 66 29 29 185 92 185 94 82 32 6408 231 -23 254 171 16
"459" "695807268" 49.46 8.42 "nat" NA "DE" 104 90 175 4 517 61 29 25 179 94 179 98 82 31 6664 234 -27 261 175 13
"460" "695807269" 49.46 8.58 "nat" NA "DE" 151 87 174 -4 586 72 32 26 204 105 204 115 78 29 6918 232 -36 268 174 7
"461" "695807270" 49.46 11.08 "nat" NA "DE" 187 85 166 2 516 68 26 29 183 87 183 87 84 32 6398 225 -32 257 166 11
"462" "695807271" 49.36 8.25 "nat" NA "DE" 202 84 171 -6 594 73 32 27 208 105 208 115 78 29 6892 229 -38 267 171 4
"463" "695807272" 49.06 8.25 "nat" NA "DE" 215 84 170 -6 629 72 35 24 212 115 212 131 80 29 6874 229 -40 269 170 3
"464" "695807273" 49.06 8.42 "nat" NA "DE" 160 86 168 4 494 68 23 33 182 78 182 78 85 32 6409 229 -31 260 168 4
"465" "695807274" 48.56 7.75 "nat" NA "DE" 167 86 167 7 548 75 29 30 199 98 199 98 83 32 6267 229 -27 256 167 15
"466" "70463067" 47.83528 -120.70278 "inv" 1988 "US" 92 99 174 23 804 84 54 14 242 166 242 189 81 33 5875 231 -8 239 174 57
"467" "70463069" 46.96004 -119.98611 "inv" 1952 "US" 292 79 161 -4 536 68 27 28 186 91 186 91 85 33 6425 221 -36 257 161 -4
"468" "70463074" 48.5575 -119.74861 "inv" 1989 "US" 242 82 165 0 522 70 25 31 188 86 188 86 85 32 6428 225 -36 261 165 0
"469" "70463077" 47.65417 -117.45556 "inv" 1992 "US" 105 99 172 24 802 82 53 14 239 167 239 188 79 33 5789 227 -6 233 172 57
"470" "70463083" 48.76667 -121.13333 "inv" 1975 "US" 284 80 162 -4 540 69 28 27 187 94 187 94 86 33 6463 222 -37 259 162 6
"471" "70463085" 46.63333 -120.51667 "inv" 1992 "US" 289 80 165 -7 601 75 34 26 212 109 212 116 78 30 6702 222 -38 260 165 2
"472" "70463220" 48.76333 -119.40833 "inv" 2002 "US" 182 98 169 26 865 85 58 11 249 188 249 202 74 33 5629 221 -2 223 169 55
"473" "70463325" 46.15833 -117.81028 "inv" 2004 "US" 105 98 182 12 626 70 39 19 200 123 200 134 89 33 6597 246 -23 269 182 25
"474" "70463951" 47.58926 -120.20722 "inv" 1950 "US" 372 89 172 3 730 83 47 17 227 151 227 163 87 32 6593 233 -32 265 172 14
"475" "70463954" 43.66583 -118.59 "inv" 2003 "US" 90 101 183 17 624 71 40 19 201 123 201 134 87 33 6465 247 -16 263 183 29
"476" "70463956" 46.69211 -120.65398 "inv" 1990 "US" 96 101 183 18 642 73 41 19 205 128 205 139 87 33 6449 246 -16 262 183 30
"477" "725174669" 63.1326 21.54034 "nat" 1947 "FI" 97 102 185 18 651 76 42 20 212 129 212 139 86 32 6485 247 -15 262 185 31
"478" "725174670" 63.1326 21.54034 "nat" 1947 "FI" 326 89 175 3 652 76 39 22 219 129 219 136 90 33 6699 239 -33 272 175 14
"479" "725174671" 60.88486 24.6948 "nat" 1959 "FI" 114 100 182 17 650 73 41 18 205 131 205 143 87 33 6417 246 -17 263 182 29
"480" "725174672" 61.49327 23.71066 "nat" 1917 "FI" 102 104 187 19 695 80 43 19 216 138 216 149 88 32 6547 252 -15 267 187 32
"481" "725174673" 61.49327 23.71066 "nat" 1917 "FI" 121 104 187 19 722 83 45 18 224 145 224 157 88 32 6563 253 -15 268 187 32
"482" "725174680" 61.49327 23.71066 "nat" 1960 "FI" 142 102 184 18 652 80 37 26 219 114 217 118 87 32 6451 249 -16 265 168 32
"483" "725174969" 61.49327 23.71066 "nat" 1960 "FI" 122 40 150 -65 636 81 32 30 223 101 206 127 76 23 8374 210 -110 320 135 -28
"484" "727817614" 44.6922 -118.06294 "inv" 2009 "US" 124 35 148 -74 582 78 27 33 212 88 203 108 82 24 8622 212 -122 334 132 -34
"485" "727819192" 43.38222 28.45767 "nat" 2008 "BG" 124 35 148 -74 582 78 27 33 212 88 203 108 82 24 8622 212 -122 334 132 -34
"486" "727819194" 40.15677 22.54818 "nat" 2008 "GR" 124 35 148 -74 582 78 27 33 212 88 203 108 82 24 8622 212 -122 334 132 -34
"487" "727819196" 40.62162 23.07868 "nat" 2008 "GR" 124 35 148 -74 582 78 27 33 212 88 203 108 82 24 8622 212 -122 334 132 -34
"488" "727819197" 40.85102 25.79317 "nat" 2008 "GR" 124 35 148 -74 582 78 27 33 212 88 203 108 82 24 8622 212 -122 334 132 -34
"489" "727819199" 47.642 18.78257 "nat" 2008 "HU" 124 35 148 -74 582 78 27 33 212 88 203 108 82 24 8622 212 -122 334 132 -34
"490" "727819201" 44.11052 28.63703 "nat" 2008 "RO" 1247 61 160 -37 401 53 16 33 148 61 77 135 156 40 7649 281 -102 383 -29 156
"491" "774372686" 49.9775 6.96028 "nat" 1997 "DE" 492 131 224 39 490 58 24 25 159 81 92 140 100 32 7227 297 -8 305 55 220
"492" "788621230" 58.27884 12.27909 "nat" 2009 "SE" 176 106 200 3 573 69 33 23 182 107 178 121 91 29 7700 267 -40 307 185 20
"493" "788630655" 58.27884 12.27909 "nat" 2009 "SE" 5 119 213 23 424 45 28 13 118 89 110 100 70 25 7457 260 -20 280 85 28
"494" "788689105" 55.41965 12.84995 "nat" 1907 "SE" 253 130 221 39 612 77 25 30 217 88 100 194 105 34 7167 301 -5 306 56 217
"495" "788689165" 59.85815 17.63407 "nat" 1904 "SE" 16 137 195 79 1326 162 68 23 440 252 284 400 82 40 4502 244 40 204 113 176
"496" "788689225" 55.55699 14.34889 "nat" 1907 "SE" 154 95 170 18 650 67 40 16 196 127 196 157 80 33 5943 227 -13 240 170 55
"497" "788690359" 62.448 17.35246 "nat" 1906 "SE" 38 145 235 58 534 71 14 38 207 68 83 179 97 33 6935 304 13 291 74 230
"498" "788722930" 55.41965 12.84995 "nat" 1907 "SE" 42 69 157 -16 764 85 41 25 249 129 208 172 67 26 6764 205 -49 254 77 12
"499" "811775877" 34.2115 -117.07683 "inv" 1994 "US" 42 69 157 -16 764 85 41 25 249 129 208 172 67 26 6764 205 -49 254 77 12
"500" "833455563" 49.18333 8.1 "nat" 1975 "DE" -1 82 162 8 556 61 30 21 175 100 166 120 61 26 6106 204 -22 226 155 29
"501" "833455579" 49.46667 8.46667 "nat" 1973 "DE" 18 57 156 -36 551 70 27 32 198 85 187 113 70 24 7494 209 -74 283 143 -5
"502" "833536909" 49.9749 8.04144 "nat" 1990 "DE" 14 79 160 7 569 62 32 20 175 101 162 132 54 24 6098 200 -20 220 155 24
"503" "833536910" 49.9749 8.29145 "nat" 1994 "DE" 49 32 142 -79 670 78 40 23 220 123 193 148 88 26 8467 202 -131 333 129 -30
"504" "833536911" 51.32496 12.29157 "nat" 2003 "DE" -1 82 162 8 556 61 30 21 175 100 166 120 61 26 6106 204 -22 226 155 29
"505" "852031079" 58.3015 12.3074 "nat" 2009 "SE" 1894 94 175 23 748 134 3 79 386 35 55 379 158 48 6119 276 -51 327 29 149
"506" "852306577" 58.2989 12.3061 "nat" 2009 "SE" 181 98 179 14 692 76 44 17 213 141 213 154 88 33 6409 243 -21 264 179 26
"507" "852311815" 58.3016 12.3079 "nat" 2009 "SE" 96 102 184 18 644 74 41 19 208 128 208 139 86 32 6456 247 -15 262 184 31
"508" "852324546" 58.3015 12.3074 "nat" 2009 "SE" 92 96 177 14 551 58 34 18 172 106 172 120 85 32 6317 239 -19 258 177 56
"509" "852325946" 58.3015 12.3074 "nat" 2009 "SE" 142 96 177 12 574 63 34 20 182 106 182 125 83 32 6415 238 -20 258 177 55
"510" "855620108" 58.6307 16.3336 "nat" 1954 "SE" 122 89 174 5 514 61 29 25 177 94 177 98 81 31 6597 233 -26 259 174 14
"511" "859763858" 58.2993 12.3058 "nat" 2013 "SE" 42 68 157 -17 759 84 40 24 248 128 207 169 67 26 6790 205 -49 254 76 12
"512" "888950829" 49.59264 -119.67031 "inv" 1980 "CA" 45 68 157 -17 762 85 40 25 249 128 207 171 67 26 6776 205 -49 254 76 12
"513" "890523727" 58.6314 16.3353 "nat" 1954 "SE" 42 68 157 -17 759 84 40 24 248 128 207 169 67 26 6790 205 -49 254 76 12
"514" "895225083" 39.39319 -1.83837 "nat" 2011 "ES" 42 68 157 -17 759 84 40 24 248 128 207 169 67 26 6790 205 -49 254 76 12
"515" "895314727" 40.9333 25.92 "nat" 1994 "GR" 42 68 157 -17 759 84 40 24 248 128 207 169 67 26 6790 205 -49 254 76 12
"516" "918835864" 50 -119 "inv" 1952 "CA" 45 68 157 -17 762 85 40 25 249 128 207 171 67 26 6776 205 -49 254 76 12
"517" "918835897" 49.43333 -119.65 "inv" 1979 "CA" 599 76 179 -27 299 33 17 22 90 56 89 78 116 33 8006 273 -76 349 158 31
"518" "918836025" 50.66667 -120.31667 "inv" 1971 "CA" 765 134 219 58 424 50 13 30 138 66 71 94 119 39 6336 307 4 303 116 219
"519" "918836170" 49.03333 -118.43333 "inv" 1940 "CA" 114 140 229 56 586 88 14 44 234 67 68 218 99 33 6826 303 10 293 72 227
"520" "918836212" 50 -119 "inv" 1947 "CA" 527 80 184 -29 310 34 17 23 96 57 88 87 119 32 8281 282 -81 363 -21 36
"521" "918836676" 49.03333 -118.43333 "inv" 1951 "CA" 1436 26 125 -70 483 54 30 18 143 93 134 132 102 31 7672 211 -117 328 -64 -20
"522" "918837486" 50.23333 -121.56667 "inv" 1972 "CA" 1185 43 145 -60 311 35 17 22 92 60 92 82 116 33 7966 237 -112 349 145 -2
"523" "918837488" 50.23333 -121.56667 "inv" 1972 "CA" 2043 3 99 -85 838 106 41 29 305 138 160 282 100 30 7372 190 -135 325 -79 98
"524" "918837536" 50 -119 "inv" 1947 "CA" 365 85 195 -28 306 34 13 27 96 48 96 85 113 30 8616 283 -83 366 195 39
"525" "918837562" 49.5 -119.58333 "inv" 1939 "CA" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"526" "918837610" 49.03333 -118.43333 "inv" 1939 "CA" 1436 26 125 -70 483 54 30 18 143 93 134 132 102 31 7672 211 -117 328 -64 -20
"527" "918837808" 49.51583 -119.57361 "inv" 1939 "CA" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"528" "918838168" 49.81667 -119.48333 "inv" 1951 "CA" 359 90 194 -16 485 75 21 48 215 66 68 193 99 29 8122 272 -59 331 -10 170
"529" "918838213" 50 -119 "inv" 1944 "CA" 359 90 194 -16 485 75 21 48 215 66 68 193 99 29 8122 272 -59 331 -10 170
"530" "918838836" 50.28333 -122.78333 "inv" 1981 "CA" 1436 26 125 -70 483 54 30 18 143 93 134 132 102 31 7672 211 -117 328 -64 -20
"531" "918839030" 49 -119 "inv" 1949 "CA" 390 88 191 -13 305 34 17 20 90 62 87 81 114 33 7883 283 -56 339 170 44
"532" "918839116" 49.6 -114.43333 "inv" 1977 "CA" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"533" "918839129" 50 -121 "inv" 1952 "CA" 442 86 189 -16 305 34 17 21 91 60 89 80 115 33 7932 282 -61 343 167 41
"534" "918839141" 50 -121 "inv" 1952 "CA" 381 82 186 -23 343 37 20 19 101 66 99 89 120 34 8067 280 -71 351 165 38
"535" "918839143" 50 -121 "inv" 1952 "CA" 1436 26 125 -70 483 54 30 18 143 93 134 132 102 31 7672 211 -117 328 -64 -20
"536" "918839147" 50.23333 -121.56667 "inv" 1952 "CA" 894 49 141 -42 878 131 37 46 377 124 124 338 98 30 7221 225 -98 323 -36 141
"537" "918839170" 49 -121 "inv" 1977 "CA" 1070 51 154 -52 373 42 23 21 110 77 103 98 123 34 8040 252 -105 357 92 6
"538" "918839974" 50 -121 "inv" 1952 "CA" 1287 32 133 -71 648 78 41 18 198 145 175 161 132 34 8005 231 -150 381 73 93
"539" "918839980" 49.03333 -118.43333 "inv" 1952 "CA" 901 55 155 -47 466 63 27 32 179 87 92 164 107 32 7823 237 -94 331 -39 54
"540" "918840584" 49 -119 "inv" 1950 "CA" 901 55 155 -47 466 63 27 32 179 87 92 164 107 32 7823 237 -94 331 -39 54
"541" "918840792" 50.25 -119.25 "inv" 1975 "CA" 901 55 155 -47 466 63 27 32 179 87 92 164 107 32 7823 237 -94 331 -39 54
"542" "918840983" 49.8 -124.6 "inv" 1997 "CA" 359 90 194 -16 485 75 21 48 215 66 68 193 99 29 8122 272 -59 331 -10 170
"543" "918841363" 49 -118 "inv" 1951 "CA" 1548 21 111 -68 903 140 36 47 395 122 122 363 104 33 7040 193 -115 308 -61 111
"544" "918841407" 49 -119 "inv" 1961 "CA" 901 55 155 -47 466 63 27 32 179 87 92 164 107 32 7823 237 -94 331 -39 54
"545" "918841466" 50.16667 -119.35 "inv" 1952 "CA" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"546" "918841558" 50 -119 "inv" 1958 "CA" 1070 51 154 -52 373 42 23 21 110 77 103 98 123 34 8040 252 -105 357 92 6
"547" "918842478" 49 -119 "inv" 1960 "CA" 502 70 175 -39 447 53 25 21 134 82 124 126 111 31 8293 265 -90 355 -29 25
"548" "918842489" 50.91667 -119.58333 "inv" 1976 "CA" 3 106 175 44 1140 167 40 48 482 138 138 426 74 33 5174 233 12 221 50 175
"549" "918842530" 49.08333 -119.25 "inv" 1976 "CA" 1206 49 153 -52 674 85 35 28 238 113 139 220 107 30 8064 245 -101 346 -46 148
"550" "918842721" 50 -121 "inv" 1972 "CA" 1070 51 154 -52 373 42 23 21 110 77 103 98 123 34 8040 252 -105 357 92 6
"551" "918842884" 50.71667 -121.31667 "inv" 1999 "CA" 389 76 182 -33 412 46 23 20 119 76 116 112 116 32 8285 275 -83 358 -23 32
"552" "918842892" 49 -119 "inv" 1976 "CA" 1436 26 125 -70 483 54 30 18 143 93 134 132 102 31 7672 211 -117 328 -64 -20
"553" "918843079" 49.03333 -118.43333 "inv" 1925 "CA" 1070 51 154 -52 373 42 23 21 110 77 103 98 123 34 8040 252 -105 357 92 6
"554" "918843128" 49.03333 -118.43333 "inv" 1940 "CA" 598 62 168 -47 528 60 29 20 160 96 146 148 112 31 8309 258 -100 358 -38 17
"555" "918843156" 49.03333 -118.43333 "inv" 1939 "CA" 1209 44 146 -58 349 39 20 20 101 72 97 93 119 33 7972 241 -111 352 123 -1
"556" "918843205" 50.16667 -119.35 "inv" 1952 "CA" 901 55 155 -47 466 63 27 32 179 87 92 164 107 32 7823 237 -94 331 -39 54
"557" "918843255" 49.03333 -118.43333 "inv" 1950 "CA" 476 81 187 -28 315 40 15 27 110 51 80 101 107 30 8357 269 -81 350 -21 82
"558" "918843322" 50.23333 -121.56667 "inv" 1971 "CA" 1070 51 154 -52 373 42 23 21 110 77 103 98 123 34 8040 252 -105 357 92 6
"559" "918843342" 50.23333 -121.56667 "inv" 1971 "CA" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"560" "918843412" 50.8 -121.6 "inv" 1978 "CA" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"561" "918843496" 50.75 -120.56667 "inv" 1974 "CA" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
